Database;species;species_tpl;plant.duration;Germination_p;Height_cm;LDMC_mg.g;LeafN.mass_mg.g;Root.diameter_mm;RootN.mass_mg.g;RS.ratio;Seed.mass_mg;SLA_mm2.mg;SRL_m.g;RMF_g.g;Root.depth_cm;Root.tissue.density_g.cm3
California_poaceae;Aristida purpurea;Aristida purpurea;perennial;NA;NA;NA;3.284;0.267583333;NA;NA;NA;20.73342332;147.2331947;0.382369686;NA;NA
California_poaceae;Avena barbata;Avena barbata;annual;NA;NA;NA;2.949;0.373688235;NA;NA;NA;24.85041385;149;0.5;NA;NA
California_poaceae;Avena fatua;Avena fatua;annual;NA;NA;NA;1.910185242;NA;NA;NA;NA;26.21181134;27.76162183;NA;NA;NA
California_poaceae;Bromus carinatus;Bromus carinatus;perennial;NA;NA;NA;3.995;0.315;NA;NA;NA;22.00558493;96.20199367;0.454425295;NA;NA
California_poaceae;Bromus diandrus;Bromus diandrus;annual;NA;NA;NA;2.463208175;NA;NA;NA;NA;19.64035746;121.5162658;NA;NA;NA
California_poaceae;Bromus madritensis;Bromus madritensis;annual;NA;NA;NA;4.5185;0.27338;NA;NA;NA;26.33710509;280.9;0.67;NA;NA
California_poaceae;Festuca microstachys;Vulpia microstachys;annual;NA;NA;NA;4.2845;0.20956;NA;NA;NA;20.62284283;305.5671932;0.594208633;NA;NA
California_poaceae;Festuca myuros;Vulpia myuros;annual;NA;NA;NA;3.673;0.205946667;NA;NA;NA;35.6095711;299.5543386;0.560727321;NA;NA
California_poaceae;Lolium perenne;Lolium perenne;1|2;NA;NA;NA;3.034;0.21928;NA;NA;NA;20.99124494;228.1242474;0.423542326;NA;NA
California_poaceae;Hordeum intercedens;Hordeum pusillum;annual;NA;NA;NA;3.0765;0.2668;NA;NA;NA;23.65497742;195.529588;0.600414709;NA;NA
California_poaceae;Leymus condensatus;Leymus condensatus;perennial;NA;NA;NA;5.905625;0.4077375;NA;NA;NA;28.22453918;98.1;0.59;NA;NA
California_poaceae;Melica imperfecta;Melica imperfecta;perennial;NA;NA;NA;5.3775;0.2548;NA;NA;NA;34.33552986;205.8619186;0.509997933;NA;NA
California_poaceae;Muhlenbergia rigens;Muhlenbergia rigens;perennial;NA;NA;NA;3.874;0.206516667;NA;NA;NA;20.01804198;334.4189787;0.357427441;NA;NA
California_poaceae;Stipa pulchra;Nassella pulchra;perennial;NA;NA;NA;5.3695;0.356625;NA;NA;NA;21.2309966;132.7;0.53;NA;NA
Mediterranean_poaceae;Arundo donax;Arundo donax;perennial;NA;132;NA;2.494;NA;NA;NA;NA;10.75721061;28.75;NA;NA;NA
Mediterranean_poaceae;Austrostipa flavescens;Stipa flavescens;perennial;NA;133;NA;2.216;NA;NA;NA;NA;10.18421225;13.06443125;NA;NA;NA
Mediterranean_poaceae;Avena barbata;Avena barbata;annual;NA;320.8;NA;2.528736794;NA;NA;NA;NA;21.58372259;70.57017157;NA;14.16666667;NA
Mediterranean_poaceae;Avena fatua;Avena fatua;annual;NA;186.4;NA;2.344176542;NA;NA;NA;NA;23.67786388;45.96856314;NA;7.626666667;NA
Mediterranean_poaceae;Briza maxima;Briza maxima;annual;NA;94;NA;2.347833981;NA;NA;NA;NA;11.6042008;109.99454;NA;NA;NA
Mediterranean_poaceae;Bromus diandrus;Bromus diandrus;annual;NA;69;NA;2.463208175;NA;NA;NA;NA;19.64035746;121.5162658;NA;6.88;NA
Mediterranean_poaceae;Bromus hordeaceus;Bromus hordeaceus;annual;NA;39.2;NA;1.743091249;NA;NA;NA;NA;24.03720833;45.03389632;NA;7.5;NA
Mediterranean_poaceae;Bromus madritensis;Bromus madritensis;annual;NA;50.8;NA;2.386466074;NA;NA;NA;NA;23.36294703;120.5;NA;7.34;NA
Mediterranean_poaceae;Ehrharta calycina;Ehrharta calycina;2|1;NA;219;NA;2.201137743;NA;NA;NA;NA;14.06942819;20.61106548;NA;NA;NA
Mediterranean_poaceae;Elymus multisetus;Elymus multisetus;perennial;NA;46.2;NA;2.149344468;NA;NA;NA;NA;84.18823041;17.74304127;NA;30.5;NA
Mediterranean_poaceae;Lolium perenne;Lolium perenne;1|2;NA;122.4;NA;2.46429779;NA;NA;NA;NA;8.086804067;111.8463562;NA;NA;NA
Mediterranean_poaceae;Hordeum brachyantherum ssp. Californicum;Hordeum californicum;perennial;NA;53.2;NA;2.953178596;NA;NA;NA;NA;6.296102597;36.26373626;NA;25;NA
Mediterranean_poaceae;Hordeum marinum;Hordeum marinum;annual;NA;16.1;NA;1.293183351;NA;NA;NA;NA;27.08473593;51.67355727;NA;6.7;NA
Mediterranean_poaceae;Hordeum murinum;Hordeum murinum;annual;NA;12.56;NA;3.186;NA;NA;NA;NA;14.30993649;14.07489923;NA;7.833333333;NA
Mediterranean_poaceae;Lagurus ovatus;Lagurus ovatus;annual;NA;15.28;NA;3.092;NA;NA;NA;NA;20.73014693;27.54907555;NA;14.5;NA
Mediterranean_poaceae;Lolium multiflorum;Lolium multiflorum;1|2;NA;24.875;NA;1.708362281;NA;NA;NA;NA;21.77456973;46.72767642;NA;10.3125;NA
Mediterranean_poaceae;Melica californica;Melica californica;perennial;NA;77.2;NA;2.310083246;NA;NA;NA;NA;24.71508458;NA;NA;14;NA
Mediterranean_poaceae;Nassella lepida;Nassella lepida;perennial;NA;85.1;NA;1.740862131;NA;NA;NA;NA;21.37365912;16.56428497;NA;16;NA
Mediterranean_poaceae;Nassella pulchra;Nassella pulchra;perennial;NA;36.4;NA;1.951918054;NA;NA;NA;NA;17.4619879;12.71510752;NA;11.3;NA
Mediterranean_poaceae;Poa secunda;Pseudosclerochloa rupestris;perennial;NA;39.1;NA;1.926326454;NA;NA;NA;NA;22.70907687;10.74856972;NA;9.4;NA
Mediterranean_poaceae;Tribolium uniolae;Tribolium uniolae;perennial;NA;29.2;NA;1.395588698;NA;NA;NA;NA;5.016428669;90.37698413;NA;NA;NA
Mediterranean_poaceae;Festuca bromoides;Vulpia bromoides;annual;NA;21;NA;2.984;NA;NA;NA;NA;NA;73.62427791;NA;7.7;NA
Mediterranean_poaceae;Festuca microstachys var pauciflora;Vulpia microstachys var. pauciflora;annual;NA;26.4;NA;0.808092618;NA;NA;NA;NA;15.01264515;87.73569024;NA;6.25;NA
TRY;Aira caryophyllea;Aira caryophyllea;annual;100;13.25;279.6666667;NA;NA;NA;NA;0.108352941;21.08;NA;NA;NA;NA
TRY;Apera spica-venti;Apera spica-venti;annual;100;66.25;252;NA;NA;NA;NA;0.114117647;19.13333333;NA;NA;NA;NA
TRY;Avena barbata;Avena barbata;annual;100;31.93333333;242.7142857;18.5;NA;NA;NA;9.8196825;28.80384615;NA;NA;NA;NA
TRY;Avena fatua;Avena fatua;annual;95;86.25;242;28.3;NA;NA;NA;20.438;21.775;NA;NA;NA;NA
TRY;Bouteloua aristidoides;Bouteloua aristidoides;annual;65;NA;NA;15.9;NA;NA;NA;0.68;NA;NA;NA;NA;NA
TRY;Brachypodium distachyon;Brachypodium distachyon;annual;98.75;NA;NA;NA;NA;NA;NA;2.899763514;32.24;NA;NA;NA;NA
TRY;Briza maxima;Briza maxima;annual;93.66666667;NA;NA;10.2;NA;NA;NA;2.929583333;68.9;NA;NA;NA;NA
TRY;Briza minor;Briza minor;annual;93.33333333;NA;NA;NA;NA;NA;NA;0.297;NA;NA;NA;NA;NA
TRY;Bromus arvensis;Bromus arvensis;annual;NA;41.77;276;NA;NA;NA;NA;2.387769231;21.77857143;NA;NA;NA;NA
TRY;Bromus diandrus;Bromus diandrus;annual;96;NA;289;NA;NA;NA;NA;10.75;39;NA;NA;NA;NA
TRY;Bromus hordeaceus;Bromus hordeaceus;annual;100;90;287.9409091;21.9;NA;NA;NA;2.637028537;29.60585832;NA;NA;NA;NA
TRY;Bromus japonicus;Bromus japonicus;annual;100;35;286.6;NA;NA;NA;NA;2.756;24.69990132;NA;NA;NA;NA
TRY;Bromus rubens;Bromus rubens;annual;100;NA;NA;NA;NA;NA;NA;2.3161;NA;NA;NA;NA;NA
TRY;Bromus sterilis;Bromus sterilis;annual;100;37.5;230.75;NA;NA;NA;NA;7.0893125;32.26454545;NA;NA;NA;NA
TRY;Bromus tectorum;Bromus tectorum;annual;95.2;29.21428571;158.29;NA;NA;NA;NA;2.972409167;29.59476694;NA;NA;NA;NA
TRY;Chloris virgata;Chloris virgata;annual;89.85714286;90;NA;17.5325;NA;NA;NA;0.15275;9.066873449;NA;NA;NA;NA
TRY;Cynosurus echinatus;Cynosurus echinatus;annual;98.6;41.25;NA;NA;NA;NA;NA;1.520666667;75.9;NA;NA;NA;NA
TRY;Dactyloctenium aegyptium;Dactyloctenium aegyptium;annual;97.18181818;85;NA;20.75;NA;NA;NA;0.327;NA;NA;NA;NA;NA
TRY;Digitaria bicornis;Digitaria bicornis;annual;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Digitaria ciliaris;Digitaria ciliaris;annual;84;NA;NA;NA;NA;NA;NA;0.5;NA;NA;NA;NA;NA
TRY;Eleusine indica;Eleusine indica;annual;97.33333333;42.57142857;222.1;NA;NA;NA;NA;0.403583333;24.07;NA;NA;NA;NA
TRY;Gaudinia fragilis;Gaudinia fragilis;annual;100;NA;NA;NA;NA;NA;NA;1.97;NA;NA;NA;NA;NA
TRY;Hordeum murinum;Hordeum murinum;annual;100;27.5;210.6155556;NA;NA;NA;NA;5.916762987;34.93470588;NA;NA;NA;NA
TRY;Hordeum murinum subsp. leporinum;Hordeum murinum subsp. leporinum;annual;NA;35.3125;NA;NA;NA;NA;NA;3.9;18.20306265;NA;NA;NA;NA
TRY;Panicum capillare;Panicum capillare;annual;87;45;NA;NA;NA;NA;NA;0.368;27.41311874;NA;NA;NA;NA
TRY;Paspalidium clementii;Paspalidium clementii;annual;NA;40.4;NA;NA;NA;NA;NA;0.492;NA;NA;NA;NA;NA
TRY;Pseudosclerochloa rupestris;Pseudosclerochloa rupestris;annual;NA;41.26774194;NA;NA;NA;NA;NA;0.525;NA;NA;NA;NA;NA
TRY;Schismus arabicus;Schismus arabicus;annual;NA;NA;NA;NA;NA;4.05;NA;0.065;NA;NA;NA;NA;NA
TRY;Schismus barbatus;Schismus barbatus;annual;NA;NA;NA;NA;NA;NA;NA;0.06;NA;NA;NA;NA;NA
TRY;Setaria viridis;Setaria viridis;annual;50.5;NA;253.3214286;23.18;NA;NA;NA;1.0274375;26.48857143;NA;NA;NA;NA
TRY;Ventenata dubia;Ventenata dubia;annual;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Festuca bromoides;Vulpia bromoides;annual;100;61.6875;262.3333333;NA;NA;NA;NA;0.472338462;20.86;NA;NA;NA;NA
TRY;Festuca microstachys;Vulpia microstachys;annual;NA;22.5;NA;NA;NA;NA;NA;1.61;NA;NA;NA;NA;NA
TRY;Festuca myuros;Vulpia myuros;annual;97.5;13.375;272;NA;NA;NA;NA;0.450029333;22.38333333;NA;NA;NA;NA
TRY;Agropyron cristatum;Agropyron cristatum;perennial;NA;NA;NA;15.25;NA;NA;NA;1.795;19.29756614;NA;NA;NA;NA
TRY;Agrostis canina;Agrostis canina;perennial;80;31.25;286.1014286;NA;NA;NA;NA;0.056488889;28.76317501;NA;NA;NA;NA
TRY;Agrostis capillaris;Agrostis capillaris;perennial;97;NA;264.7281818;19.17028765;0.013076923;NA;NA;0.059954545;32.22096699;NA;NA;NA;NA
TRY;Agrostis gigantea;Agrostis gigantea;perennial;100;41.25;243.26;NA;NA;NA;NA;0.076123077;29.73733333;NA;NA;NA;NA
TRY;Agrostis rupestris;Agrostis rupestris;perennial;NA;38.68571429;NA;NA;NA;NA;NA;0.116;15.5;NA;NA;NA;NA
TRY;Agrostis scabra;Agrostis scabra;perennial;NA;96.42857143;NA;8.00326776;NA;NA;NA;0.0515;NA;NA;NA;NA;NA
TRY;Agrostis stolonifera;Agrostis stolonifera;perennial;76;3.5;299.1737129;36.88525;0.01;NA;NA;0.050177778;30.20563688;NA;NA;NA;NA
TRY;Alopecurus pratensis;Alopecurus pratensis;perennial;100;21.43809524;348.7836364;NA;NA;NA;NA;0.756;24.7549394;NA;NA;NA;NA
TRY;Andropogon gerardii;Andropogon gerardii;perennial;NA;70;338.0423629;12.51293929;0.01;NA;NA;2.359;19.99459797;NA;NA;NA;NA
TRY;Andropogon glomeratus;Andropogon glomeratus;perennial;NA;61.25;NA;15.3;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Andropogon virginicus;Andropogon virginicus;perennial;NA;114.5233333;NA;13.3;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Anthoxanthum odoratum;Anthoxanthum odoratum;perennial;96.5;NA;292.866;19.54551;0.011111111;NA;NA;0.579453125;29.73010932;NA;NA;NA;NA
TRY;Aristida junciformis;Aristida junciformis;perennial;NA;61.27866667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Aristida purpurea;Aristida purpurea;perennial;100;34.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Arrhenatherum elatius;Arrhenatherum elatius;perennial;94.2;60;286.9633333;26.8;NA;NA;NA;2.944182857;29.31064626;NA;NA;NA;NA
TRY;Astrebla lappacea;Astrebla lappacea;perennial;NA;NA;NA;NA;NA;NA;NA;3.691;10.77429167;NA;NA;NA;NA
TRY;Astrebla pectinata;Astrebla pectinata;perennial;94;118.5583333;NA;NA;NA;NA;NA;3.295333333;NA;NA;NA;NA;NA
TRY;Axonopus fissifolius;Axonopus fissifolius;perennial;NA;90;NA;NA;NA;NA;NA;0.371;NA;NA;NA;NA;NA
TRY;Bothriochloa ischaemum;Bothriochloa ischaemum;perennial;NA;NA;NA;12.9;NA;NA;NA;0.671428571;13.18644068;NA;NA;NA;NA
TRY;Bothriochloa pertusa;Bothriochloa pertusa;perennial;NA;NA;NA;NA;NA;NA;NA;0.7;NA;NA;NA;NA;NA
TRY;Bouteloua curtipendula;Bouteloua curtipendula;perennial;90;19;456.5610812;15;NA;NA;NA;2.255;21.25;NA;NA;NA;NA
TRY;Brachypodium pinnatum;Brachypodium pinnatum;perennial;96.2;NA;362.3333333;18.36666667;NA;NA;NA;2.965561111;24.13956407;NA;NA;NA;NA
TRY;Brachypodium retusum;Brachypodium retusum;perennial;NA;45.03;NA;7.1;NA;NA;NA;NA;7.118496524;NA;NA;NA;NA
TRY;Briza media;Briza media;perennial;96;66.26;284.8663636;18.3;NA;NA;NA;0.426058667;23.53274972;NA;NA;NA;NA
TRY;Bromus carinatus;Bromus carinatus;perennial;98;NA;235;NA;NA;NA;NA;6.7155;20.6;NA;NA;NA;NA
TRY;Bromus catharticus;Bromus catharticus;perennial;96.25;37.04285714;NA;NA;NA;NA;NA;9.575857143;NA;NA;NA;NA;NA
TRY;Bromus erectus;Bromus erectus;perennial;86.33333333;NA;341.7894737;17.225;NA;NA;NA;4.392891358;18.74335673;NA;NA;NA;NA
TRY;Bromus inermis;Bromus inermis;perennial;NA;NA;334.9023055;21.15;NA;NA;NA;3.206352941;22.80308564;NA;NA;NA;NA
TRY;Bromus kalmii;Bromus kalmii;perennial;NA;63.04;375.6814553;NA;NA;NA;NA;2.526;35.6;NA;NA;NA;NA
TRY;Bromus setifolius;Bromus setifolius;perennial;NA;80.88103448;NA;NA;NA;NA;NA;7.366666667;NA;NA;NA;NA;NA
TRY;Calamagrostis canadensis;Calamagrostis canadensis;perennial;NA;70.9;NA;10.98571429;NA;NA;NA;0.0955;35.308;NA;NA;NA;NA
TRY;Calamagrostis stricta;Calamagrostis stricta;perennial;NA;NA;NA;NA;NA;8.9;NA;NA;18.186;NA;NA;NA;NA
TRY;Calamovilfa longifolia;Calamovilfa longifolia;perennial;NA;50;NA;13.59;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Cenchrus ciliaris;Cenchrus ciliaris;perennial;94;100;NA;18.5;NA;NA;NA;1.045571429;NA;NA;NA;NA;NA
TRY;Cymbopogon caesius;Cymbopogon caesius;perennial;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Cynodon dactylon;Cynodon dactylon;perennial;94;NA;228.646;28.57367;NA;NA;NA;0.183913043;30.40272727;NA;NA;NA;NA
TRY;Cynosurus cristatus;Cynosurus cristatus;perennial;97.75;300;252.3544444;NA;NA;NA;NA;0.542674074;24.38055556;NA;NA;NA;NA
TRY;Dactylis glomerata;Dactylis glomerata;perennial;88.375;24.55714286;277.5775056;21.55469576;0.014285714;NA;NA;0.868224167;26.92635235;NA;NA;NA;NA
TRY;Danthonia californica;Danthonia californica;perennial;NA;53.5;NA;NA;NA;NA;NA;3.208;NA;NA;NA;NA;NA
TRY;Danthonia decumbens;Danthonia decumbens;perennial;95;82.00606061;349.1185714;16.4;NA;NA;NA;1.445607143;17.304;NA;NA;NA;NA
TRY;Deschampsia cespitosa;Deschampsia cespitosa;perennial;95.42857143;NA;342.5142105;18.6;NA;NA;NA;0.239664815;14.7335869;NA;NA;NA;NA
TRY;Deschampsia flexuosa;Deschampsia flexuosa;perennial;91.66666667;22.5;326.25;22.78762356;NA;NA;NA;0.430762745;18.16646538;NA;NA;NA;NA
TRY;Digitaria californica;Digitaria californica;perennial;NA;46.65;NA;NA;NA;NA;NA;0.38;NA;NA;NA;NA;NA
TRY;Digitaria cognata;Digitaria cognata;perennial;NA;17.02564103;NA;12.94030575;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Ehrharta stipoides;Ehrharta stipoides;perennial;NA;NA;NA;NA;NA;NA;NA;4.97;NA;NA;NA;NA;NA
TRY;Elymus elymoides;Elymus elymoides;perennial;NA;300;NA;16.6;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Elymus glaucus;Elymus glaucus;perennial;82.5;NA;NA;NA;NA;NA;NA;3.474666667;NA;NA;NA;NA;NA
TRY;Elymus lanceolatus;Elymus lanceolatus;perennial;NA;NA;NA;NA;NA;NA;NA;2.9;NA;NA;NA;NA;NA
TRY;Elymus repens;Elymus repens;perennial;98;NA;316.5720178;16.69571926;NA;NA;NA;2.5017;25.22839527;NA;NA;NA;NA
TRY;Elymus smithii;Elymus smithii;perennial;95;NA;NA;28.0185;NA;NA;NA;2.8925;21.05;NA;NA;NA;NA
TRY;Elymus spicatus;Elymus spicatus;perennial;98;68.63387097;NA;NA;NA;NA;NA;4.8;NA;NA;NA;NA;NA
TRY;Eragrostis curvula;Eragrostis curvula;perennial;91.5;NA;NA;11.88333333;0.03;NA;NA;0.291090909;NA;NA;NA;NA;NA
TRY;Eragrostis dielsii;Eragrostis dielsii;perennial;95;NA;NA;NA;NA;NA;NA;0.068;NA;NA;NA;NA;NA
TRY;Eragrostis plana;Eragrostis plana;perennial;100;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Eragrostis setifolia;Eragrostis setifolia;perennial;NA;30;NA;NA;NA;NA;NA;0.055;8.930054645;NA;NA;NA;NA
TRY;Eragrostis spectabilis;Eragrostis spectabilis;perennial;NA;100;337.0527505;10.935;NA;NA;NA;0.073;NA;NA;NA;NA;NA
TRY;Festuca arundinacea;Festuca arundinacea;perennial;86.75;50;234;NA;NA;NA;NA;2.160818182;17.39878236;NA;NA;NA;NA
TRY;Festuca guestfalica;Festuca guestfalica;perennial;NA;27.968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Festuca idahoensis;Festuca idahoensis;perennial;NA;95;NA;NA;NA;NA;NA;0.916;NA;NA;NA;NA;NA
TRY;Festuca ovina;Festuca ovina;perennial;100;44.21428571;314.9707143;16.22636364;NA;NA;NA;0.487922041;16.03810856;NA;NA;NA;NA
TRY;Festuca pratensis;Festuca pratensis;perennial;100;NA;269.3827273;NA;NA;NA;NA;2.064714286;27.0575;NA;NA;NA;NA
TRY;Festuca rubra;Festuca rubra;perennial;100;22.72222222;267;16.43195;0.012;NA;NA;0.993688889;18.64337646;NA;NA;NA;NA
TRY;Festuca rubra subsp. commutata;Festuca rubra subsp. commutata;perennial;NA;72.06666667;NA;NA;NA;NA;NA;NA;37.3276131;NA;NA;NA;NA
TRY;Festuca rupicola;Festuca rupicola;perennial;NA;55.12142857;NA;21.384;NA;NA;NA;0.46;14.17171717;NA;NA;NA;NA
TRY;Festuca vivipara;Festuca vivipara;perennial;NA;NA;367.168;NA;NA;NA;NA;NA;11.216;NA;NA;NA;NA
TRY;Helictotrichon pratense;Helictotrichon pratense;perennial;100;32.5;322.6666667;16.4;NA;NA;NA;2.397513889;11.432;NA;NA;NA;NA
TRY;Helictotrichon pubescens;Helictotrichon pubescens;perennial;100;6.25;264;NA;NA;NA;NA;1.933819048;20.8995828;NA;NA;NA;NA
TRY;Helictotrichon versicolor;Helictotrichon versicolor;perennial;NA;75;NA;NA;NA;NA;NA;NA;13.1;NA;NA;NA;NA
TRY;Heteropogon contortus;Heteropogon contortus;perennial;87;67.5;NA;13.01428571;0.025;NA;NA;2.316;NA;NA;NA;NA;NA
TRY;Hilaria jamesii;Hilaria jamesii;perennial;NA;14;NA;20.4078125;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Holcus lanatus;Holcus lanatus;perennial;96;100;233.3707143;21.06474;0.011666667;NA;NA;0.356853741;33.30273323;NA;NA;NA;NA
TRY;Hordeum pusillum;Hordeum pusillum;perennial;NA;NA;NA;NA;NA;NA;NA;3.2785;32.4;NA;NA;NA;NA
TRY;Imperata cylindrica;Imperata cylindrica;perennial;90.5;49.375;NA;6.25;NA;NA;NA;0.116;11.60042457;NA;NA;NA;NA
TRY;Koeleria macrantha;Koeleria macrantha;perennial;91.2;NA;386.3658629;18.1;NA;NA;NA;0.28636;13.39795056;NA;NA;NA;NA
TRY;Koeleria pyramidata;Koeleria pyramidata;perennial;NA;180;NA;24.1;NA;NA;NA;2.3;16.756;NA;NA;NA;NA
TRY;Koeleria vallesiana;Koeleria vallesiana;perennial;90;18.8547619;NA;NA;NA;NA;NA;0.42;NA;NA;NA;NA;NA
TRY;Leymus chinensis;Leymus chinensis;perennial;NA;44.375;NA;30.47363636;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Leymus triticoides;Leymus triticoides;perennial;NA;8;NA;NA;NA;NA;NA;9.09;NA;NA;NA;NA;NA
TRY;Lolium perenne;Lolium perenne;perennial;83.17647059;NA;221.7481818;28.867595;0.01;NA;NA;2.018088889;27.78209423;NA;NA;NA;NA
TRY;Molinia caerulea;Molinia caerulea;perennial;88;NA;370.3033333;12.65838921;NA;NA;NA;0.768892308;19.50124799;NA;NA;NA;NA
TRY;Monachather paradoxus;Monachather paradoxus;perennial;NA;29.375;NA;NA;NA;NA;NA;2.560666667;NA;NA;NA;NA;NA
TRY;Muhlenbergia racemosa;Muhlenbergia racemosa;perennial;NA;72.3625;NA;31.043;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Nassella clarazii;Nassella clarazii;perennial;86;NA;NA;35.04;NA;NA;NA;8.1;NA;NA;NA;NA;NA
TRY;Nassella viridula;Nassella viridula;perennial;NA;NA;NA;NA;NA;NA;NA;2.4;NA;NA;NA;NA;NA
TRY;Oreochloa disticha;Oreochloa disticha;perennial;NA;NA;NA;NA;NA;NA;NA;NA;9.2;NA;NA;NA;NA
TRY;Panicum acuminatum;Panicum acuminatum;perennial;NA;NA;NA;17.50836364;NA;NA;0.239290273;0.284;NA;NA;NA;NA;NA
TRY;Panicum oligosanthes;Panicum oligosanthes;perennial;60;11.5;NA;18.81861396;NA;NA;0.174156834;1.65;23.11842715;NA;NA;NA;NA
TRY;Panicum virgatum;Panicum virgatum;perennial;67;NA;NA;12.30759456;0.02;NA;NA;1.34875;36.5645;NA;NA;NA;NA
TRY;Pappophorum caespitosum;Pappophorum caespitosum;perennial;NA;NA;NA;20.7;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Pappophorum mucronulatum;Pappophorum mucronulatum;perennial;80;52.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Paspalum dilatatum;Paspalum dilatatum;perennial;95.33333333;NA;NA;NA;NA;NA;NA;1.43;NA;NA;NA;NA;NA
TRY;Paspalum notatum;Paspalum notatum;perennial;NA;NA;NA;NA;NA;NA;NA;3.323333333;NA;NA;NA;NA;NA
TRY;Paspalum plicatulum;Paspalum plicatulum;perennial;100;3;NA;NA;NA;NA;NA;1.603333333;NA;NA;NA;NA;NA
TRY;Paspalum quadrifarium;Paspalum quadrifarium;perennial;14;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Paspalum urvillei;Paspalum urvillei;perennial;80;NA;NA;NA;NA;NA;NA;0.84;NA;NA;NA;NA;NA
TRY;Paspalum vaginatum;Paspalum vaginatum;perennial;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Pennisetum purpureum;Pennisetum purpureum;perennial;87.33333333;3.391304348;NA;NA;NA;NA;NA;0.32;NA;NA;NA;NA;NA
TRY;Phalaris arundinacea;Phalaris arundinacea;perennial;94.5;NA;332.736119;32.4;NA;NA;NA;0.669183333;23.62097977;NA;NA;NA;NA
TRY;Phleum alpinum;Phleum alpinum;perennial;100;NA;375.922;21.92382172;NA;NA;NA;0.3459;18.47200871;NA;NA;NA;NA
TRY;Phleum pratense;Phleum pratense;perennial;96;128.330303;313.0666667;17.36328143;NA;NA;NA;0.4779;25.89020168;NA;NA;NA;NA
TRY;Phragmites australis;Phragmites australis;perennial;92;8;422.4708333;23.80920619;NA;NA;NA;0.369176471;14.1893167;NA;NA;NA;NA
